[run number],release-adult-hybrids,stop-criterion-type,release-end,release-age,sex-ratio,Corral-capacity,[step],pop-size-wild,adult-pop-size-wild,cost,final-mean-qval,final-sd-qval,final-aar,final-sar,final-ho,final-sex-ratio,ticks
618,FALSE,"""time""",20,3,0.67,28,50,931,417,963585,0.203207626,0.035028553,132,4.500938689,0.705641655,0.558539205,50
619,FALSE,"""time""",20,3,0.67,28,50,1001,449,964355,0.203645255,0.038649258,130,4.500795317,0.698444413,0.571428571,50
620,FALSE,"""time""",20,3,0.67,28,50,918,419,941500,0.195437908,0.035527154,132,4.494475584,0.715530657,0.578431373,50
621,FALSE,"""time""",20,3,0.75,20,50,739,307,681030,0.204743166,0.038935072,123,4.457037085,0.692634835,0.571041949,50
622,FALSE,"""time""",20,3,0.75,20,50,694,287,684525,0.197258934,0.03889554,124,4.45598133,0.703375875,0.606628242,50
623,FALSE,"""time""",20,3,0.75,20,50,729,323,659310,0.194319342,0.035700897,124,4.473827466,0.710039846,0.585733882,50
624,FALSE,"""time""",20,3,0.75,20,50,817,336,692990,0.195091922,0.034926933,124,4.486679197,0.703036661,0.572827417,50
625,FALSE,"""time""",20,3,0.75,20,50,724,312,691555,0.188414365,0.029270182,124,4.464997592,0.709155485,0.589779006,50
626,FALSE,"""time""",20,3,0.75,28,50,1026,427,964750,0.193174366,0.034876131,129,4.456258542,0.70662768,0.596491228,50
627,FALSE,"""time""",20,3,0.75,28,50,928,386,909240,0.194980388,0.032585902,130,4.467301347,0.707461002,0.608836207,50
628,FALSE,"""time""",20,3,0.75,28,50,1063,438,956005,0.197771684,0.033545391,131,4.507300674,0.702862518,0.566321731,50
629,FALSE,"""time""",20,3,0.75,28,50,988,404,926105,0.192934211,0.031463986,129,4.478641028,0.703344901,0.587044534,50
630,FALSE,"""time""",20,3,0.75,28,50,1053,452,938445,0.200121462,0.032502916,133,4.512893826,0.712522046,0.577397911,50
631,FALSE,"""time""",20,4,0.5,20,50,701,322,771200,0.192902996,0.034684353,124,4.467678212,0.715508457,0.52211127,50
632,FALSE,"""time""",20,4,0.5,20,50,672,334,742660,0.194584375,0.032687685,124,4.464881814,0.707908163,0.514880952,50
633,FALSE,"""time""",20,4,0.5,20,50,642,321,710785,0.189798442,0.030611385,124,4.465036397,0.71717846,0.504672897,50
634,FALSE,"""time""",20,4,0.5,20,50,598,294,721840,0.184360201,0.030100045,123,4.443336859,0.713967192,0.5,50
635,FALSE,"""time""",20,4,0.5,20,50,672,353,760950,0.188239435,0.03512097,124,4.445981549,0.700538549,0.523809524,50
636,FALSE,"""time""",20,4,0.5,28,50,928,429,1011755,0.192104418,0.029765056,131,4.480373053,0.710745074,0.557112069,50
637,FALSE,"""time""",20,4,0.5,28,50,1046,504,1056700,0.206875621,0.037024491,131,4.493473316,0.712419193,0.528680688,50
638,FALSE,"""time""",20,4,0.5,28,50,958,498,1081570,0.210392693,0.038541055,132,4.498390917,0.709364748,0.514613779,50
639,FALSE,"""time""",20,4,0.5,28,50,984,479,1075010,0.203404776,0.035674574,133,4.50222371,0.704897406,0.544715447,50
640,FALSE,"""time""",20,4,0.5,28,50,865,412,1026935,0.196774566,0.032262561,133,4.490098584,0.713349849,0.516763006,50
641,FALSE,"""time""",20,4,0.67,20,50,847,381,779315,0.191195041,0.033373624,124,4.464310468,0.712542868,0.579693034,50
642,FALSE,"""time""",20,4,0.67,20,50,778,359,781685,0.189589974,0.034059861,124,4.464379681,0.71110295,0.565552699,50
643,FALSE,"""time""",20,4,0.67,20,50,919,396,787500,0.18882568,0.032271439,124,4.459203289,0.717394684,0.558215452,50
644,FALSE,"""time""",20,4,0.67,20,50,850,401,765470,0.189132,0.036021383,124,4.469903999,0.714229692,0.555294118,50
645,FALSE,"""time""",20,4,0.67,20,50,842,368,746695,0.188830641,0.032051023,124,4.456090704,0.707951589,0.596199525,50
646,FALSE,"""time""",20,4,0.67,28,50,1121,477,1024240,0.208047012,0.037691025,131,4.493657265,0.711821928,0.586083854,50
647,FALSE,"""time""",20,4,0.67,28,50,1164,518,1106125,0.20186933,0.038909312,130,4.508027567,0.704671903,0.565292096,50
648,FALSE,"""time""",20,4,0.67,28,50,1064,462,1036655,0.202289568,0.034163185,129,4.477327313,0.710884354,0.559210526,50
649,FALSE,"""time""",20,4,0.67,28,50,1048,470,1022330,0.200400859,0.034082064,125,4.470004896,0.70910578,0.569656489,50
650,FALSE,"""time""",20,4,0.67,28,50,1043,480,1026200,0.202319271,0.036872423,130,4.479922453,0.70246085,0.58485139,50
651,FALSE,"""time""",20,4,0.75,20,50,961,413,767445,0.197791779,0.038331206,124,4.46459304,0.707992666,0.593132154,50
652,FALSE,"""time""",20,4,0.75,20,50,956,404,775280,0.188647908,0.033253158,124,4.457222586,0.700388524,0.594142259,50
653,FALSE,"""time""",20,4,0.75,20,50,950,414,765925,0.193148632,0.034564027,124,4.452720072,0.706115288,0.588421053,50
654,FALSE,"""time""",20,4,0.75,20,50,810,368,725200,0.188684444,0.033071705,124,4.469056229,0.715931805,0.588888889,50
655,FALSE,"""time""",20,4,0.75,20,50,984,421,805240,0.194448882,0.035416171,124,4.438091963,0.705187766,0.595528455,50
656,FALSE,"""time""",20,4,0.75,28,50,1218,504,1058255,0.202880952,0.033178687,130,4.481600243,0.694073032,0.606732348,50
657,FALSE,"""time""",20,4,0.75,28,50,1167,481,1025455,0.196408226,0.033012859,131,4.488494583,0.714448933,0.589545844,50
658,FALSE,"""time""",20,4,0.75,28,50,1265,552,1071105,0.195134783,0.03254321,131,4.494828698,0.710483719,0.600790514,50
659,FALSE,"""time""",20,4,0.75,28,50,1169,503,1060195,0.19959923,0.033827483,131,4.489748794,0.713226608,0.579982891,50
660,FALSE,"""time""",20,4,0.75,28,50,1173,526,1048985,0.202545183,0.036316862,129,4.470715362,0.697641375,0.578005115,50
661,FALSE,"""time""",20,5,0.5,20,50,675,336,866455,0.193449037,0.033302705,124,4.484348609,0.711534392,0.533333333,50
662,FALSE,"""time""",20,5,0.5,20,50,613,295,819095,0.195462153,0.035762381,124,4.461177374,0.706828245,0.497553018,50
663,FALSE,"""time""",20,5,0.5,20,50,661,333,835645,0.19263525,0.033682099,124,4.46684377,0.710107341,0.524962179,50
664,FALSE,"""time""",20,5,0.5,20,50,684,354,868590,0.197290936,0.035790032,124,4.464889659,0.709551657,0.51754386,50
665,FALSE,"""time""",20,5,0.5,20,50,696,319,823780,0.192665948,0.033870705,124,4.445301665,0.698481117,0.522988506,50
666,FALSE,"""time""",20,5,0.5,28,50,887,434,1151590,0.201969222,0.035105645,129,4.460744249,0.711601439,0.527621195,50
667,FALSE,"""time""",20,5,0.5,28,50,828,410,1171170,0.194531643,0.032144914,131,4.492880288,0.710835059,0.518115942,50
668,FALSE,"""time""",20,5,0.5,28,50,921,434,1147860,0.202480565,0.034711504,132,4.498188746,0.713872085,0.528773073,50
669,FALSE,"""time""",20,5,0.5,28,50,919,473,1150815,0.19401284,0.033515733,131,4.492612351,0.726255246,0.551686616,50
670,FALSE,"""time""",20,5,0.5,28,50,886,453,1137510,0.201325169,0.037362925,131,4.501475252,0.718424164,0.530474041,50
671,FALSE,"""time""",20,5,0.67,20,50,877,393,834055,0.192764766,0.035057775,124,4.475016269,0.712873975,0.558722919,50
672,FALSE,"""time""",20,5,0.67,20,50,733,326,818585,0.193554707,0.037128309,124,4.460011772,0.706554928,0.568894952,50
673,FALSE,"""time""",20,5,0.67,20,50,828,381,824155,0.189538768,0.034223166,124,4.470254822,0.71215781,0.579710145,50
674,FALSE,"""time""",20,5,0.67,20,50,683,285,771930,0.190847438,0.036484615,124,4.454633243,0.710520812,0.579795022,50
675,FALSE,"""time""",20,5,0.67,20,50,808,358,829700,0.190639728,0.032738484,124,4.462210304,0.70868694,0.558168317,50
676,FALSE,"""time""",20,5,0.67,28,50,1025,459,1092905,0.198480878,0.037643987,130,4.497759786,0.701370499,0.586341463,50
677,FALSE,"""time""",20,5,0.67,28,50,985,472,1103050,0.196930558,0.03801155,129,4.475153382,0.705148658,0.574619289,50
678,FALSE,"""time""",20,5,0.67,28,50,1079,464,1137670,0.200686006,0.033626381,130,4.506720005,0.705238537,0.552363299,50
679,FALSE,"""time""",20,5,0.67,28,50,1161,534,1178845,0.200287425,0.034018994,133,4.499951122,0.71432673,0.585701981,50
680,FALSE,"""time""",20,5,0.67,28,50,1131,508,1162555,0.199734748,0.03267308,131,4.486219704,0.716475096,0.568523431,50
681,FALSE,"""time""",20,5,0.75,20,50,900,366,831015,0.199538556,0.034264326,124,4.476992847,0.702539683,0.595555556,50
682,FALSE,"""time""",20,5,0.75,20,50,818,351,811030,0.200989853,0.037060214,124,4.472678738,0.705204331,0.569682152,50
683,FALSE,"""time""",20,5,0.75,20,50,869,375,793380,0.195893671,0.033566495,123,4.449359213,0.704750945,0.569620253,50
684,FALSE,"""time""",20,5,0.75,20,50,632,284,700190,0.189724525,0.033779268,124,4.470100354,0.711648583,0.582278481,50
685,FALSE,"""time""",20,5,0.75,20,50,980,408,873400,0.195494592,0.036768856,123,4.466433555,0.713022352,0.624489796,50
686,FALSE,"""time""",20,5,0.75,28,50,1054,480,1119995,0.198868975,0.035278158,132,4.501963673,0.701499955,0.595825427,50
687,FALSE,"""time""",20,5,0.75,28,50,1281,552,1175260,0.196980718,0.032993453,133,4.514892664,0.709601874,0.608899297,50
688,FALSE,"""time""",20,5,0.75,28,50,1204,489,1165155,0.196910631,0.033976126,132,4.498736443,0.715274482,0.593023256,50
689,FALSE,"""time""",20,5,0.75,28,50,1118,491,1126045,0.193294365,0.033097786,133,4.501813449,0.702444842,0.568872987,50
690,FALSE,"""time""",20,5,0.75,28,50,1162,506,1125445,0.203495267,0.035185622,131,4.513247386,0.708302598,0.596385542,50
691,FALSE,"""time""",20,6,0.5,20,50,650,318,915630,0.197157385,0.035185157,124,4.471477509,0.71985348,0.541538462,50
692,FALSE,"""time""",20,6,0.5,20,50,624,312,923670,0.191758494,0.035612452,124,4.455444367,0.714362027,0.524038462,50
693,FALSE,"""time""",20,6,0.5,20,50,655,339,919005,0.194219695,0.034201002,124,4.462669809,0.708469647,0.522137405,50
694,FALSE,"""time""",20,6,0.5,20,50,591,305,914940,0.194792047,0.034201721,124,4.461877765,0.706711788,0.492385787,50
695,FALSE,"""time""",20,6,0.5,20,50,660,336,925775,0.191351667,0.034027638,124,4.467052415,0.707287157,0.510606061,50
696,FALSE,"""time""",20,6,0.5,28,50,885,435,1447610,0.208629492,0.040081611,132,4.503794189,0.712079634,0.548022599,50
697,FALSE,"""time""",20,6,0.5,28,50,933,465,1576940,0.200141265,0.0335118,132,4.504451028,0.717909457,0.515541265,50
698,FALSE,"""time""",20,6,0.5,28,50,973,494,1564585,0.204553854,0.03793741,129,4.494138243,0.717662605,0.521068859,50
699,FALSE,"""time""",20,6,0.5,28,50,857,437,1567375,0.204049008,0.038642179,132,4.50568783,0.708395844,0.527421237,50
700,FALSE,"""time""",20,6,0.5,28,50,902,439,1198050,0.194833038,0.031102956,130,4.518675749,0.71998733,0.514412417,50
701,FALSE,"""time""",20,6,0.67,20,50,796,360,891990,0.192522236,0.032565271,124,4.444767051,0.710576693,0.585427136,50
702,FALSE,"""time""",20,6,0.67,20,50,716,323,858860,0.192218715,0.033646292,124,4.464144369,0.705639798,0.561452514,50
703,FALSE,"""time""",20,6,0.67,20,50,889,419,945205,0.188057143,0.035915905,124,4.466826897,0.706518828,0.543307087,50
704,FALSE,"""time""",20,6,0.67,20,50,815,381,899035,0.192485276,0.033710806,124,4.447179095,0.703943909,0.601226994,50
705,FALSE,"""time""",20,6,0.67,20,50,714,320,902645,0.190529832,0.031454564,124,4.472180912,0.70681606,0.617647059,50
706,FALSE,"""time""",20,6,0.67,28,50,1076,483,1518240,0.199275186,0.033313695,133,4.516107429,0.714639759,0.588289963,50
707,FALSE,"""time""",20,6,0.67,28,50,895,405,1135945,0.191141564,0.032348612,132,4.505237826,0.70641128,0.563128492,50
708,FALSE,"""time""",20,6,0.67,28,50,1072,477,1449480,0.198679851,0.035082848,131,4.491773195,0.702114428,0.569029851,50
709,FALSE,"""time""",20,6,0.67,28,50,1055,512,1587495,0.198149668,0.033292825,133,4.500165541,0.71329271,0.572511848,50
710,FALSE,"""time""",20,6,0.67,28,50,1065,479,1339805,0.195406009,0.031447995,129,4.489864253,0.714285714,0.56713615,50
711,FALSE,"""time""",20,6,0.75,20,50,964,409,934400,0.184598651,0.029216534,124,4.472388229,0.713100178,0.586099585,50
712,FALSE,"""time""",20,6,0.75,20,50,961,403,919515,0.191784287,0.036075563,124,4.442892174,0.718051633,0.598335068,50
713,FALSE,"""time""",20,6,0.75,20,50,861,370,931135,0.188579559,0.032319755,124,4.471154633,0.711852221,0.605110337,50
714,FALSE,"""time""",20,6,0.75,20,50,983,428,907895,0.19151943,0.033630118,124,4.464868103,0.699656058,0.590030519,50
715,FALSE,"""time""",20,6,0.75,20,50,880,395,908130,0.194308295,0.035721407,124,4.448460776,0.709469697,0.582954545,50
716,FALSE,"""time""",20,6,0.75,28,50,1148,511,1326605,0.194346429,0.031545783,132,4.498518258,0.726563796,0.599303136,50
717,FALSE,"""time""",20,6,0.75,28,50,1083,460,1261120,0.195615143,0.032237608,130,4.481796694,0.715868619,0.555863343,50
718,FALSE,"""time""",20,6,0.75,28,50,1235,506,1576415,0.198068178,0.033576313,133,4.503823135,0.712049354,0.605668016,50
719,FALSE,"""time""",20,6,0.75,28,50,965,425,1146560,0.193318964,0.031770365,130,4.512186896,0.709696521,0.577202073,50
720,FALSE,"""time""",20,6,0.75,28,50,1102,501,1563825,0.192020145,0.0303956,132,4.483141939,0.714890675,0.578947368,50
721,FALSE,"""time""",20,7,0.5,20,50,588,292,938480,0.194811905,0.034453872,124,4.466194921,0.714609653,0.513605442,50
722,FALSE,"""time""",20,7,0.5,20,50,647,356,965655,0.19854745,0.034299693,124,4.46824205,0.704496946,0.517774343,50
723,FALSE,"""time""",20,7,0.5,20,50,698,345,962105,0.193697135,0.033300025,124,4.457854134,0.713671715,0.508595989,50
724,FALSE,"""time""",20,7,0.5,20,50,616,312,911010,0.194314286,0.033650242,124,4.484058618,0.722402597,0.530844156,50
725,FALSE,"""time""",20,7,0.5,20,50,670,326,913950,0.185057313,0.030059989,124,4.480434211,0.700995025,0.523880597,50
726,FALSE,"""time""",20,7,0.5,28,50,858,418,1606270,0.198290793,0.0357641,129,4.490861202,0.703851704,0.525641026,50
727,FALSE,"""time""",20,7,0.5,28,50,899,435,1627855,0.193177197,0.0305496,130,4.494641983,0.721966206,0.532814238,50
728,FALSE,"""time""",20,7,0.5,28,50,761,388,1471625,0.202578187,0.034815241,132,4.500804365,0.717977598,0.524310118,50
729,FALSE,"""time""",20,7,0.5,28,50,725,380,1520000,0.196348,0.0323913,133,4.528570758,0.716453202,0.514482759,50
730,FALSE,"""time""",20,7,0.5,28,50,880,428,1503435,0.205174545,0.032389203,131,4.503337735,0.7,0.531818182,50
731,FALSE,"""time""",20,7,0.67,20,50,748,320,932880,0.189872995,0.035193053,124,4.478310406,0.700152788,0.590909091,50
732,FALSE,"""time""",20,7,0.67,20,50,712,310,913630,0.190921489,0.030255125,124,4.457947457,0.711744248,0.581460674,50
733,FALSE,"""time""",20,7,0.67,20,50,855,365,976970,0.188842924,0.03262535,124,4.459425577,0.709384573,0.575438596,50
734,FALSE,"""time""",20,7,0.67,20,50,762,344,948015,0.189766535,0.032749619,124,4.481166456,0.718535183,0.547244094,50
735,FALSE,"""time""",20,7,0.67,20,50,777,362,962775,0.195648649,0.034149307,124,4.481834622,0.707850708,0.585585586,50
736,FALSE,"""time""",20,7,0.67,28,50,869,416,1517190,0.200594707,0.033335877,131,4.472034702,0.706723656,0.569620253,50
737,FALSE,"""time""",20,7,0.67,28,50,1000,440,1501155,0.1987491,0.03545588,131,4.487697279,0.712904762,0.555,50
738,FALSE,"""time""",20,7,0.67,28,50,1021,460,1628565,0.196171107,0.033880887,129,4.488165279,0.706870015,0.570029383,50
739,FALSE,"""time""",20,7,0.67,28,50,1117,502,1611535,0.196353357,0.033333866,132,4.462831755,0.703713177,0.572963295,50
740,FALSE,"""time""",20,7,0.67,28,50,1022,463,1636545,0.186617906,0.0299092,132,4.496252228,0.712468549,0.559686888,50
741,FALSE,"""time""",20,7,0.75,20,50,759,372,944360,0.183498814,0.030322666,123,4.453895929,0.715540498,0.610013175,50
742,FALSE,"""time""",20,7,0.75,20,50,759,338,911055,0.19184137,0.033660496,124,4.477234629,0.703808269,0.604743083,50
743,FALSE,"""time""",20,7,0.75,20,50,827,369,956005,0.200761548,0.036018654,124,4.434927653,0.699545114,0.581620314,50
744,FALSE,"""time""",20,7,0.75,20,50,734,334,905470,0.19131485,0.03474227,124,4.453997289,0.716361749,0.585831063,50
745,FALSE,"""time""",20,7,0.75,20,50,870,383,968815,0.189534713,0.032648227,124,4.463876854,0.710509031,0.57816092,50
746,FALSE,"""time""",20,7,0.75,28,50,1152,510,1636165,0.198982378,0.035567447,133,4.500509897,0.706473214,0.575520833,50
747,FALSE,"""time""",20,7,0.75,28,50,1211,506,1629935,0.191965566,0.030568461,126,4.460036968,0.724234202,0.59042114,50
748,FALSE,"""time""",20,7,0.75,28,50,1046,458,1482665,0.198817495,0.032033814,131,4.499703204,0.70477101,0.585086042,50
749,FALSE,"""time""",20,7,0.75,28,50,1114,483,1624965,0.191274147,0.030424904,130,4.480992257,0.711037018,0.606822262,50
750,FALSE,"""time""",20,7,0.75,28,50,1063,458,1419245,0.192265945,0.028997694,132,4.501341375,0.719347758,0.576669802,50
751,FALSE,"""time""",30,3,0.5,20,50,784,416,1006170,0.202040051,0.039189049,124,4.473575071,0.710884354,0.520408163,50
752,FALSE,"""time""",30,3,0.5,20,50,712,366,905975,0.188759972,0.032983173,124,4.455903221,0.705791867,0.533707865,50
753,FALSE,"""time""",30,3,0.5,20,50,878,439,1050050,0.192115604,0.034703914,124,4.465767054,0.704414796,0.541002278,50
754,FALSE,"""time""",30,3,0.5,20,50,776,390,988780,0.195858376,0.034195176,124,4.451035448,0.711769759,0.56443299,50
755,FALSE,"""time""",30,3,0.5,20,50,745,399,1023125,0.195642819,0.034469757,124,4.468602139,0.717225951,0.522147651,50
756,FALSE,"""time""",30,3,0.5,28,50,897,451,1260380,0.195422631,0.030805988,130,4.484149942,0.714020279,0.550724638,50
757,FALSE,"""time""",30,3,0.5,28,50,1148,586,1427190,0.20497892,0.041360844,132,4.522769686,0.704786793,0.532229965,50
758,FALSE,"""time""",30,3,0.5,28,50,1223,598,1419560,0.195329027,0.035515966,132,4.496678547,0.703305689,0.542927228,50
759,FALSE,"""time""",30,3,0.5,28,50,1144,584,1435820,0.196124301,0.031705773,133,4.509629424,0.720654346,0.523601399,50
760,FALSE,"""time""",30,3,0.5,28,50,1063,546,1366430,0.198814205,0.031468685,132,4.498805996,0.722125162,0.542803387,50
761,FALSE,"""time""",30,3,0.67,20,50,998,449,1008270,0.190359218,0.034063748,124,4.443445059,0.713522283,0.592184369,50
762,FALSE,"""time""",30,3,0.67,20,50,892,422,1000975,0.18510426,0.030664717,124,4.470607779,0.718342943,0.594170404,50
763,FALSE,"""time""",30,3,0.67,20,50,880,427,972355,0.192955795,0.033564862,124,4.474783798,0.708279221,0.592045455,50
764,FALSE,"""time""",30,3,0.67,20,50,997,460,1066090,0.192012237,0.033183182,124,4.472404102,0.722214262,0.5777332,50
765,FALSE,"""time""",30,3,0.67,20,50,944,432,1013955,0.185385699,0.028813713,124,4.473875131,0.710603309,0.540254237,50
766,FALSE,"""time""",30,3,0.67,28,50,1277,555,1317220,0.197725137,0.035126984,128,4.490395018,0.712905992,0.582615505,50
767,FALSE,"""time""",30,3,0.67,28,50,1390,624,1403500,0.202019496,0.037301829,130,4.491213167,0.70263789,0.592805755,50
768,FALSE,"""time""",30,3,0.67,28,50,1275,558,1367730,0.200532471,0.03702937,130,4.509776814,0.707861811,0.579607843,50
769,FALSE,"""time""",30,3,0.67,28,50,1436,642,1413040,0.195112256,0.032916372,131,4.482485932,0.713489853,0.582172702,50
770,FALSE,"""time""",30,3,0.67,28,50,1144,506,1275490,0.201702448,0.038463232,131,4.499759055,0.711621712,0.593531469,50
771,FALSE,"""time""",30,3,0.75,20,50,980,423,1025320,0.192548061,0.034060666,124,4.466603231,0.710155491,0.629591837,50
772,FALSE,"""time""",30,3,0.75,20,50,1047,481,1039520,0.191821012,0.035295565,124,4.465150967,0.70741802,0.633237822,50
773,FALSE,"""time""",30,3,0.75,20,50,1011,445,1017940,0.1904273,0.033042236,124,4.454106206,0.711412557,0.650840752,50
774,FALSE,"""time""",30,3,0.75,20,50,1067,461,1045070,0.192967854,0.035658916,120,4.447621607,0.705002901,0.636363636,50
775,FALSE,"""time""",30,3,0.75,20,50,965,432,943960,0.193415026,0.034785614,124,4.462667988,0.705699482,0.611398964,50
776,FALSE,"""time""",30,3,0.75,28,50,1432,604,1396205,0.194296927,0.033287498,132,4.496840154,0.715815376,0.620111732,50
777,FALSE,"""time""",30,3,0.75,28,50,1513,693,1419340,0.200342895,0.033192831,131,4.487730692,0.714978126,0.607402512,50
778,FALSE,"""time""",30,3,0.75,28,50,1462,630,1403920,0.19660212,0.032908607,132,4.504986509,0.70161553,0.599179207,50
779,FALSE,"""time""",30,3,0.75,28,50,1335,599,1368855,0.203106816,0.034598272,130,4.481332276,0.709791332,0.62247191,50
780,FALSE,"""time""",30,3,0.75,28,50,1236,556,1303385,0.195790291,0.030482395,131,4.471800126,0.710124827,0.610032362,50
781,FALSE,"""time""",30,4,0.5,20,50,910,475,1117560,0.194751209,0.031676549,124,4.468271806,0.717320774,0.524175824,50
782,FALSE,"""time""",30,4,0.5,20,50,1104,553,1193120,0.185967754,0.03091583,123,4.46590804,0.713336784,0.537137681,50
783,FALSE,"""time""",30,4,0.5,20,50,953,500,1124210,0.192812277,0.032826456,124,4.4445213,0.7036926,0.557187828,50
784,FALSE,"""time""",30,4,0.5,20,50,1085,555,1231550,0.188583318,0.032493847,124,4.461653057,0.717533465,0.562211982,50
785,FALSE,"""time""",30,4,0.5,20,50,985,517,1174890,0.194984569,0.033024972,124,4.479158305,0.708774474,0.52284264,50
786,FALSE,"""time""",30,4,0.5,28,50,1413,739,1648080,0.193797381,0.031744534,132,4.493198904,0.705220234,0.523708422,50
787,FALSE,"""time""",30,4,0.5,28,50,1467,741,1642040,0.200340354,0.035097166,132,4.472412905,0.70496965,0.528289025,50
788,FALSE,"""time""",30,4,0.5,28,50,1418,721,1597420,0.198009238,0.033520113,129,4.487607642,0.711867822,0.523977433,50
789,FALSE,"""time""",30,4,0.5,28,50,1336,681,1636010,0.202097979,0.036039303,130,4.495005041,0.710828343,0.541916168,50
790,FALSE,"""time""",30,4,0.5,28,50,1363,681,1569395,0.19462898,0.033274284,132,4.502492047,0.716346994,0.508437271,50
791,FALSE,"""time""",30,4,0.67,20,50,1204,553,1162475,0.190477741,0.031825258,124,4.464078773,0.715314033,0.587209302,50
792,FALSE,"""time""",30,4,0.67,20,50,1283,565,1188970,0.192222915,0.033836887,124,4.42557121,0.714434176,0.58690569,50
793,FALSE,"""time""",30,4,0.67,20,50,1376,599,1242035,0.193066352,0.034361156,124,4.46544605,0.713524363,0.584302326,50
794,FALSE,"""time""",30,4,0.67,20,50,1063,505,1069235,0.19074873,0.031312995,124,4.458380772,0.713748152,0.588899341,50
795,FALSE,"""time""",30,4,0.67,20,50,1288,600,1230070,0.195680435,0.037582772,124,4.476049182,0.709331559,0.60326087,50
796,FALSE,"""time""",30,4,0.67,28,50,1471,668,1474135,0.204189191,0.034020751,131,4.489817434,0.707261015,0.601631543,50
797,FALSE,"""time""",30,4,0.67,28,50,1756,801,1622505,0.192658144,0.032253263,130,4.487371478,0.712848465,0.586560364,50
798,FALSE,"""time""",30,4,0.67,28,50,1575,732,1595890,0.193590603,0.031001357,133,4.523231906,0.724656085,0.599365079,50
799,FALSE,"""time""",30,4,0.67,28,50,1744,811,1601200,0.197128956,0.033697864,130,4.491665493,0.707841852,0.591743119,50
800,FALSE,"""time""",30,4,0.67,28,50,1324,603,1435080,0.195131042,0.03257608,132,4.491468324,0.7170551,0.610271903,50
801,FALSE,"""time""",30,4,0.75,20,50,1234,530,1089160,0.195016207,0.035943977,124,4.471651895,0.703828047,0.607779579,50
802,FALSE,"""time""",30,4,0.75,20,50,1152,518,1101975,0.19767691,0.038274435,124,4.46567492,0.705150463,0.595486111,50
803,FALSE,"""time""",30,4,0.75,20,50,1426,612,1206970,0.195498527,0.035876992,124,4.446876435,0.711514059,0.613604488,50
804,FALSE,"""time""",30,4,0.75,20,50,1225,512,1058645,0.194353633,0.035558255,124,4.47972041,0.711020408,0.60244898,50
805,FALSE,"""time""",30,4,0.75,20,50,1311,586,1233785,0.199230664,0.037054258,124,4.456172562,0.70302568,0.621662853,50
806,FALSE,"""time""",30,4,0.75,28,50,1665,725,1533965,0.193750811,0.03389814,132,4.500033842,0.713370513,0.606006006,50
807,FALSE,"""time""",30,4,0.75,28,50,1779,740,1566600,0.199843395,0.033944623,131,4.471714889,0.704087369,0.600899382,50
808,FALSE,"""time""",30,4,0.75,28,50,1832,790,1643615,0.197915939,0.03273065,130,4.485996709,0.713453941,0.614082969,50
809,FALSE,"""time""",30,4,0.75,28,50,1828,780,1626435,0.19820837,0.033328565,130,4.482033902,0.710430343,0.615426696,50
810,FALSE,"""time""",30,4,0.75,28,50,1830,785,1644420,0.194831148,0.033330208,133,4.498524413,0.721649753,0.606010929,50
811,FALSE,"""time""",30,5,0.5,20,50,1138,568,1391185,0.18965536,0.033363225,124,4.459817831,0.712319023,0.517574692,50
812,FALSE,"""time""",30,5,0.5,20,50,992,502,1295060,0.194885383,0.034518527,124,4.471976548,0.709725422,0.544354839,50
813,FALSE,"""time""",30,5,0.5,20,50,921,488,1307855,0.191811509,0.033117415,124,4.48641009,0.703789876,0.520086862,50
814,FALSE,"""time""",30,5,0.5,20,50,989,512,1365530,0.193451769,0.034506887,124,4.47686106,0.713033849,0.536905966,50
815,FALSE,"""time""",30,5,0.5,20,50,1084,556,1366000,0.19619179,0.034168942,124,4.454531849,0.712440696,0.538745387,50
816,FALSE,"""time""",30,5,0.5,28,50,1480,748,1770730,0.184654324,0.028043115,131,4.477675646,0.717824968,0.522297297,50
817,FALSE,"""time""",30,5,0.5,28,50,1413,708,1806300,0.198230219,0.033183668,132,4.500049574,0.715869646,0.503892427,50
818,FALSE,"""time""",30,5,0.5,28,50,1074,551,1492895,0.199118343,0.034039123,131,4.488814524,0.713664982,0.546554935,50
819,FALSE,"""time""",30,5,0.5,28,50,1335,677,1768010,0.19703618,0.033936214,133,4.479028048,0.717638666,0.523595506,50
820,FALSE,"""time""",30,5,0.5,28,50,1317,681,1728275,0.19842202,0.034926742,132,4.49161077,0.711610081,0.513287775,50
821,FALSE,"""time""",30,5,0.67,20,50,1108,489,1274285,0.193970487,0.034860496,124,4.463083051,0.70788207,0.592960289,50
822,FALSE,"""time""",30,5,0.67,20,50,1174,550,1321685,0.191311499,0.033071788,124,4.480043888,0.708972175,0.589437819,50
823,FALSE,"""time""",30,5,0.67,20,50,1207,548,1347010,0.191079287,0.032871721,124,4.417664677,0.713181047,0.572493786,50
824,FALSE,"""time""",30,5,0.67,20,50,1038,457,1150220,0.184349615,0.028314169,124,4.477676657,0.716074869,0.574181118,50
825,FALSE,"""time""",30,5,0.67,20,50,1050,474,1208640,0.197740286,0.038356817,124,4.473237595,0.699727891,0.593333333,50
826,FALSE,"""time""",30,5,0.67,28,50,1648,764,1781945,0.194311286,0.031175903,133,4.494436749,0.718475497,0.597694175,50
827,FALSE,"""time""",30,5,0.67,28,50,1544,692,1715080,0.199175259,0.035824541,132,4.500040891,0.709505305,0.595854922,50
