[run number],release-adult-hybrids,stop-criterion-type,release-end,release-age,sex-ratio,Corral-capacity,[step],pop-size-wild,adult-pop-size-wild,cost,final-mean-qval,final-sd-qval,final-aar,final-sar,final-ho,final-sex-ratio,ticks
205,TRUE,"""time""",30,4,0.75,20,50,1474,660,1345175,0.189761058,0.032939115,129,4.466569742,0.716482522,0.60990502,50
206,TRUE,"""time""",30,4,0.75,28,50,1789,787,1645215,0.203113751,0.037333896,138,4.505024359,0.697915835,0.597540525,50
207,TRUE,"""time""",30,4,0.75,28,50,1863,801,1737765,0.199027268,0.035889386,138,4.499364443,0.706949876,0.608158884,50
208,TRUE,"""time""",30,4,0.75,28,50,1690,771,1675965,0.19464574,0.031529871,137,4.495481555,0.721217244,0.601775148,50
209,TRUE,"""time""",30,4,0.75,28,50,1883,818,1695665,0.195799947,0.032492508,139,4.485516232,0.715676605,0.624004249,50
210,TRUE,"""time""",30,4,0.75,28,50,1880,831,1728010,0.193057128,0.031899926,137,4.521721539,0.72077001,0.608510638,50
211,TRUE,"""time""",30,5,0.5,20,50,1058,533,1453660,0.196215501,0.033708301,135,4.482690675,0.712485372,0.510396975,50
212,TRUE,"""time""",30,5,0.5,20,50,1140,559,1502960,0.192897807,0.035602418,135,4.448757422,0.710818713,0.507894737,50
213,TRUE,"""time""",30,5,0.5,20,50,1031,517,1337530,0.190021048,0.034673678,136,4.491464477,0.712576786,0.548011639,50
214,TRUE,"""time""",30,5,0.5,20,50,1030,506,1409140,0.19110466,0.032287713,136,4.460076356,0.715950069,0.50776699,50
215,TRUE,"""time""",30,5,0.5,20,50,886,465,1324790,0.186915576,0.031331766,130,4.478255957,0.710147264,0.522573363,50
216,TRUE,"""time""",30,5,0.5,28,50,1369,678,1941100,0.195737327,0.033342089,137,4.505691102,0.707328951,0.509130752,50
217,TRUE,"""time""",30,5,0.5,28,50,1231,632,1734350,0.203558814,0.036844275,137,4.482226578,0.710842907,0.516653128,50
218,TRUE,"""time""",30,5,0.5,28,50,1320,690,1834410,0.188274318,0.030267201,137,4.494741856,0.727561328,0.520454545,50
219,TRUE,"""time""",30,5,0.5,28,50,1477,760,1949020,0.201572986,0.036693185,135,4.498285166,0.707031628,0.524035206,50
220,TRUE,"""time""",30,5,0.5,28,50,1401,706,1830600,0.203950321,0.037179017,138,4.492448985,0.711430611,0.528194147,50
221,TRUE,"""time""",30,5,0.67,20,50,1434,621,1481400,0.188835983,0.032440677,137,4.480945066,0.71398685,0.587168759,50
222,TRUE,"""time""",30,5,0.67,20,50,1335,607,1481485,0.196424719,0.034718908,134,4.468839566,0.697413947,0.589513109,50
223,TRUE,"""time""",30,5,0.67,20,50,1336,590,1493590,0.188927395,0.033909637,135,4.480365766,0.714178785,0.580838323,50
224,TRUE,"""time""",30,5,0.67,20,50,1196,565,1414290,0.190187458,0.033553854,132,4.475692195,0.716077401,0.58277592,50
225,TRUE,"""time""",30,5,0.67,20,50,1261,590,1410100,0.18897843,0.03434847,132,4.479634813,0.712133228,0.583663759,50
226,TRUE,"""time""",30,5,0.67,28,50,1714,758,1929325,0.195873629,0.032409714,137,4.513850014,0.716480525,0.575262544,50
227,TRUE,"""time""",30,5,0.67,28,50,1692,753,1814820,0.197700473,0.034813613,137,4.50500227,0.71687493,0.588652482,50
228,TRUE,"""time""",30,5,0.67,28,50,1727,787,1898245,0.197020498,0.034424417,138,4.514670178,0.702870378,0.577880718,50
229,TRUE,"""time""",30,5,0.67,28,50,1663,787,1862470,0.197204089,0.032624069,137,4.51122803,0.708415657,0.598316296,50
230,TRUE,"""time""",30,5,0.67,28,50,1732,768,1848625,0.189968418,0.030777998,134,4.500676604,0.718822171,0.580831409,50
231,TRUE,"""time""",30,5,0.75,20,50,1428,625,1407385,0.189508333,0.03475203,133,4.482069638,0.714785914,0.592436975,50
232,TRUE,"""time""",30,5,0.75,20,50,1231,549,1359355,0.196708855,0.038396298,131,4.486478133,0.703957294,0.59301381,50
233,TRUE,"""time""",30,5,0.75,20,50,1242,565,1415940,0.191772383,0.034704705,137,4.503411195,0.713557243,0.602254428,50
234,TRUE,"""time""",30,5,0.75,20,50,1400,593,1413555,0.191279429,0.033586524,129,4.474409083,0.710442177,0.6,50
235,TRUE,"""time""",30,5,0.75,20,50,1458,635,1493570,0.192515775,0.034711781,135,4.48425774,0.709713241,0.609053498,50
236,TRUE,"""time""",30,5,0.75,28,50,1723,714,1811555,0.196582472,0.035628378,139,4.51313447,0.710029572,0.579222287,50
237,TRUE,"""time""",30,5,0.75,28,50,1662,709,1770810,0.197598014,0.031149749,137,4.51428945,0.716434588,0.590252708,50
238,TRUE,"""time""",30,5,0.75,28,50,1881,818,1951040,0.195925359,0.032128626,136,4.491637309,0.713728766,0.618288145,50
239,TRUE,"""time""",30,5,0.75,28,50,1841,800,1879255,0.1999805,0.032371282,135,4.525614522,0.706707017,0.613253666,50
240,TRUE,"""time""",30,5,0.75,28,50,1946,827,1946200,0.193820041,0.031479579,135,4.506224241,0.713992072,0.611510791,50
241,TRUE,"""time""",30,6,0.5,20,50,1057,512,1489335,0.188498013,0.031128613,136,4.476808879,0.712258413,0.534531693,50
242,TRUE,"""time""",30,6,0.5,20,50,1208,567,1606240,0.195306374,0.035190976,133,4.462225152,0.71491643,0.535596026,50
243,TRUE,"""time""",30,6,0.5,20,50,1132,568,1545425,0.192451237,0.032248814,128,4.477012679,0.711761736,0.545053004,50
244,TRUE,"""time""",30,6,0.5,20,50,1014,503,1489775,0.190844379,0.033628663,133,4.48195757,0.716633794,0.515779093,50
245,TRUE,"""time""",30,6,0.5,20,50,1152,587,1621670,0.193464931,0.033447549,135,4.468742394,0.708126653,0.526041667,50
246,TRUE,"""time""",30,6,0.5,28,50,1353,663,1992045,0.196526016,0.034953139,137,4.518501091,0.717418083,0.527716186,50
247,TRUE,"""time""",30,6,0.5,28,50,1449,766,2648270,0.190511456,0.031305674,138,4.500525166,0.7281212,0.530710835,50
248,TRUE,"""time""",30,6,0.5,28,50,1341,671,2145885,0.19280701,0.030652539,139,4.489920052,0.704236355,0.527964206,50
249,TRUE,"""time""",30,6,0.5,28,50,1440,708,2537705,0.195882222,0.033485885,139,4.493018301,0.717526455,0.530555556,50
250,TRUE,"""time""",30,6,0.5,28,50,1363,704,2476195,0.200715774,0.033449105,138,4.477629979,0.712084687,0.526779164,50
251,TRUE,"""time""",30,6,0.67,20,50,1190,551,1495200,0.192934538,0.035285848,135,4.477137802,0.709483794,0.573109244,50
252,TRUE,"""time""",30,6,0.67,20,50,1333,599,1561690,0.193442236,0.033860841,136,4.49835769,0.704318937,0.591897974,50
253,TRUE,"""time""",30,6,0.67,20,50,1341,584,1555315,0.189540641,0.031824919,132,4.468940577,0.717481624,0.580909769,50
254,TRUE,"""time""",30,6,0.67,20,50,1087,500,1447565,0.196502484,0.033536213,129,4.448591386,0.709642091,0.585096596,50
255,TRUE,"""time""",30,6,0.67,20,50,1349,603,1585735,0.188855448,0.030937807,136,4.472841669,0.710085072,0.584877687,50
256,TRUE,"""time""",30,6,0.67,28,50,1669,755,2660450,0.197410965,0.033715014,137,4.498018586,0.713800679,0.593169563,50
257,TRUE,"""time""",30,6,0.67,28,50,1645,747,2467670,0.189371125,0.030308422,138,4.488011829,0.717527862,0.586018237,50
258,TRUE,"""time""",30,6,0.67,28,50,1584,741,2102470,0.19428971,0.03278147,138,4.510517058,0.706198894,0.58459596,50
259,TRUE,"""time""",30,6,0.67,28,50,1623,753,2245100,0.2020252,0.037411034,138,4.503571261,0.702080216,0.586568084,50
260,TRUE,"""time""",30,6,0.67,28,50,1832,802,2794660,0.194974945,0.034798916,134,4.501384218,0.715117488,0.566593886,50
261,TRUE,"""time""",30,6,0.75,20,50,1447,624,1560415,0.190679129,0.03383931,130,4.460376241,0.702076546,0.585348998,50
262,TRUE,"""time""",30,6,0.75,20,50,1461,613,1634425,0.191411294,0.03472891,132,4.479021264,0.710733027,0.600273785,50
263,TRUE,"""time""",30,6,0.75,20,50,1282,547,1505045,0.190626755,0.032977118,136,4.487368017,0.70860263,0.593603744,50
264,TRUE,"""time""",30,6,0.75,20,50,1333,584,1569830,0.194252738,0.034482173,131,4.484756875,0.713178295,0.607651913,50
265,TRUE,"""time""",30,6,0.75,20,50,1381,589,1545460,0.187576394,0.031453092,136,4.492691725,0.711009965,0.598841419,50
266,TRUE,"""time""",30,6,0.75,28,50,1789,762,2056295,0.193518502,0.03000891,134,4.468756421,0.711836887,0.595304639,50
267,TRUE,"""time""",30,6,0.75,28,50,1556,691,1955290,0.20156099,0.035825235,137,4.502058234,0.716244338,0.598329049,50
268,TRUE,"""time""",30,6,0.75,28,50,1600,683,2098610,0.199856688,0.034262762,138,4.485170883,0.719732143,0.615625,50
269,TRUE,"""time""",30,6,0.75,28,50,1714,731,2276195,0.203482789,0.0377917,138,4.516575118,0.70661777,0.582847141,50
270,TRUE,"""time""",30,6,0.75,28,50,1851,783,2795550,0.193964668,0.032056313,133,4.499080684,0.721411849,0.60723933,50
271,TRUE,"""time""",30,7,0.5,20,50,1095,563,1697115,0.189148219,0.032637095,130,4.473281545,0.716894977,0.545205479,50
272,TRUE,"""time""",30,7,0.5,20,50,1145,581,1683025,0.188798603,0.032247103,131,4.4605613,0.712705344,0.525764192,50
273,TRUE,"""time""",30,7,0.5,20,50,1067,523,1699570,0.190906373,0.032960646,135,4.480902751,0.71160798,0.523898782,50
274,TRUE,"""time""",30,7,0.5,20,50,849,428,1484265,0.189280919,0.03188891,132,4.479313894,0.718324079,0.498233216,50
275,TRUE,"""time""",30,7,0.5,20,50,1016,529,1723650,0.193596654,0.033379953,132,4.459319002,0.714988751,0.516732283,50
276,TRUE,"""time""",30,7,0.5,28,50,1306,647,2729185,0.199151455,0.03459829,136,4.467504178,0.712572012,0.535222052,50
277,TRUE,"""time""",30,7,0.5,28,50,1411,694,2725355,0.195350602,0.033410389,139,4.521481385,0.706253586,0.533664068,50
278,TRUE,"""time""",30,7,0.5,28,50,1443,706,2865235,0.198396743,0.035525671,137,4.46100625,0.712866713,0.541233541,50
279,TRUE,"""time""",30,7,0.5,28,50,1206,603,2481935,0.194529022,0.034153977,137,4.473249135,0.722775014,0.50331675,50
280,TRUE,"""time""",30,7,0.5,28,50,1187,600,2298740,0.195985173,0.033813988,137,4.518042366,0.709070486,0.51979781,50
281,TRUE,"""time""",30,7,0.67,20,50,1397,625,1743345,0.190920329,0.032183668,133,4.46362816,0.714592494,0.579813887,50
282,TRUE,"""time""",30,7,0.67,20,50,982,455,1492710,0.19707444,0.032942623,133,4.473111944,0.710794297,0.564154786,50
283,TRUE,"""time""",30,7,0.67,20,50,1350,574,1768945,0.190637333,0.035581248,132,4.460802304,0.703844797,0.587407407,50
284,TRUE,"""time""",30,7,0.67,20,50,1103,510,1598320,0.191742611,0.033333638,134,4.4881995,0.716919225,0.583862194,50
285,TRUE,"""time""",30,7,0.67,20,50,1264,556,1669040,0.188035206,0.033372626,137,4.454464877,0.697295057,0.585443038,50
286,TRUE,"""time""",30,7,0.67,28,50,1571,731,2737825,0.197159198,0.035212794,138,4.517794017,0.7174684,0.570337365,50
287,TRUE,"""time""",30,7,0.67,28,50,1618,738,2806345,0.198201483,0.03681159,138,4.485798313,0.697539584,0.588380717,50
288,TRUE,"""time""",30,7,0.67,28,50,1701,807,2794815,0.202082657,0.034857196,137,4.459343391,0.718232972,0.576131687,50
289,TRUE,"""time""",30,7,0.67,28,50,1706,759,2630895,0.193199883,0.031812106,138,4.495420945,0.712303913,0.58147714,50
290,TRUE,"""time""",30,7,0.67,28,50,1540,692,2739195,0.201822532,0.036888133,135,4.489905712,0.705071119,0.599350649,50
291,TRUE,"""time""",30,7,0.75,20,50,1245,546,1655930,0.193451004,0.034286485,134,4.473803106,0.716733601,0.615261044,50
292,TRUE,"""time""",30,7,0.75,20,50,1169,515,1532620,0.188376305,0.032824519,134,4.47534293,0.709030918,0.614200171,50
293,TRUE,"""time""",30,7,0.75,20,50,1425,595,1721295,0.193444351,0.035776224,135,4.475763241,0.712548037,0.597894737,50
294,TRUE,"""time""",30,7,0.75,20,50,1283,540,1559155,0.192124552,0.033735268,136,4.48002651,0.704301674,0.604832424,50
295,TRUE,"""time""",30,7,0.75,20,50,1294,559,1657495,0.200879985,0.037607487,133,4.466391163,0.701736954,0.608964451,50
296,TRUE,"""time""",30,7,0.75,28,50,1894,825,2928460,0.198166315,0.033199677,133,4.50327322,0.714335998,0.600844773,50
297,TRUE,"""time""",30,7,0.75,28,50,1794,744,2816765,0.202530602,0.036444159,138,4.512222031,0.711312842,0.596989967,50
298,TRUE,"""time""",30,7,0.75,28,50,1745,760,2787135,0.195914097,0.031585822,136,4.493138158,0.718651931,0.611461318,50
299,TRUE,"""time""",30,7,0.75,28,50,1571,710,2776460,0.194045194,0.031792237,138,4.465593752,0.72328817,0.611712285,50
300,TRUE,"""time""",30,7,0.75,28,50,1793,786,2823085,0.194402008,0.034160496,134,4.499746652,0.714524739,0.611266035,50
301,TRUE,"""time""",40,3,0.5,20,50,1033,596,1479345,0.188077832,0.031736996,134,4.486864201,0.714009127,0.523717328,50
302,TRUE,"""time""",40,3,0.5,20,50,1022,598,1477685,0.195920744,0.034918832,136,4.48027971,0.719411052,0.54109589,50
303,TRUE,"""time""",40,3,0.5,20,50,971,569,1456995,0.192804943,0.034959465,129,4.452346816,0.71610024,0.533470649,50
304,TRUE,"""time""",40,3,0.5,20,50,1100,673,1466565,0.188932727,0.033157544,131,4.455458874,0.71961039,0.537272727,50
305,TRUE,"""time""",40,3,0.5,20,50,1123,659,1554290,0.189377738,0.031994069,128,4.459862068,0.716278675,0.520035619,50
306,TRUE,"""time""",40,3,0.5,28,50,1259,756,1821035,0.195973153,0.032810263,135,4.48959971,0.723287568,0.528196982,50
307,TRUE,"""time""",40,3,0.5,28,50,1334,844,1936115,0.19617916,0.037536689,138,4.519764081,0.707396302,0.541229385,50
308,TRUE,"""time""",40,3,0.5,28,50,1322,818,1920135,0.197590166,0.034493183,137,4.522059891,0.713565305,0.547655068,50
309,TRUE,"""time""",40,3,0.5,28,50,1237,765,1813205,0.205119887,0.038435951,138,4.505458917,0.72471802,0.529506871,50
310,TRUE,"""time""",40,3,0.5,28,50,1455,877,1950925,0.193204605,0.032811615,138,4.500379526,0.722565865,0.52233677,50
311,TRUE,"""time""",40,3,0.67,20,50,1193,657,1418945,0.188954401,0.035080978,135,4.476992837,0.704985431,0.636211232,50
312,TRUE,"""time""",40,3,0.67,20,50,1225,642,1473200,0.191246857,0.032840951,130,4.47046129,0.711020408,0.60244898,50
313,TRUE,"""time""",40,3,0.67,20,50,1056,585,1418100,0.191541856,0.03332873,135,4.47338929,0.712346681,0.617424242,50
314,TRUE,"""time""",40,3,0.67,20,50,1218,652,1473700,0.194116585,0.033417452,135,4.499986588,0.715145828,0.620689655,50
315,TRUE,"""time""",40,3,0.67,20,50,1091,593,1470290,0.188529514,0.032905467,132,4.473704549,0.72279691,0.603116407,50
316,TRUE,"""time""",40,3,0.67,28,50,1339,710,1690275,0.195199328,0.033637714,139,4.522725968,0.718339913,0.597460792,50
317,TRUE,"""time""",40,3,0.67,28,50,1563,841,1935985,0.194412284,0.033562586,135,4.528450341,0.719861073,0.609724888,50
318,TRUE,"""time""",40,3,0.67,28,50,1491,798,1824055,0.192627834,0.03190854,136,4.505309373,0.728242471,0.627095909,50
319,TRUE,"""time""",40,3,0.67,28,50,1603,810,1800940,0.190850031,0.033760223,138,4.486331399,0.718117815,0.604491578,50
320,TRUE,"""time""",40,3,0.67,28,50,1326,707,1731485,0.200592685,0.034887002,138,4.505315962,0.719097896,0.612368024,50
321,TRUE,"""time""",40,3,0.75,20,50,1138,594,1410555,0.188151933,0.032070987,137,4.455771086,0.722821993,0.651142355,50
322,TRUE,"""time""",40,3,0.75,20,50,1272,668,1538085,0.18997445,0.032283006,135,4.48949148,0.720238095,0.66745283,50
323,TRUE,"""time""",40,3,0.75,20,50,1300,691,1553275,0.188708231,0.031082472,136,4.464051649,0.714322344,0.680769231,50
324,TRUE,"""time""",40,3,0.75,20,50,1268,643,1474970,0.195201656,0.034658481,132,4.477605593,0.71770317,0.61829653,50
325,TRUE,"""time""",40,3,0.75,20,50,1327,689,1474310,0.195316353,0.03542205,135,4.48458869,0.717981842,0.644310475,50
326,TRUE,"""time""",40,3,0.75,28,50,1672,847,1838145,0.198773565,0.035382003,139,4.48231562,0.724310777,0.625598086,50
327,TRUE,"""time""",40,3,0.75,28,50,1576,820,1810010,0.196885216,0.031880074,139,4.52896452,0.713620981,0.633883249,50
328,TRUE,"""time""",40,3,0.75,28,50,1494,715,1677720,0.196653614,0.035422567,139,4.504994093,0.713425129,0.616465863,50
329,TRUE,"""time""",40,3,0.75,28,50,1782,879,1906160,0.199698485,0.034925638,138,4.523895989,0.720511998,0.641414141,50
330,TRUE,"""time""",40,3,0.75,28,50,1668,833,1805095,0.204369424,0.037564434,137,4.523829495,0.709204065,0.646882494,50
331,TRUE,"""time""",40,4,0.5,20,50,1217,723,1605775,0.188128348,0.032706127,133,4.482933398,0.718315921,0.536565325,50
332,TRUE,"""time""",40,4,0.5,20,50,1320,796,1772760,0.188208106,0.033547201,133,4.465826369,0.721897547,0.518939394,50
333,TRUE,"""time""",40,4,0.5,20,50,1358,818,1787255,0.191651252,0.033983409,132,4.475228241,0.715477944,0.546391753,50
334,TRUE,"""time""",40,4,0.5,20,50,1090,653,1554060,0.194251284,0.034465367,135,4.468649706,0.725076453,0.539449541,50
335,TRUE,"""time""",40,4,0.5,20,50,1430,830,1807120,0.191810559,0.032354486,136,4.467259029,0.707492507,0.528671329,50
336,TRUE,"""time""",40,4,0.5,28,50,1614,957,2139765,0.20002943,0.036879986,137,4.492030449,0.71708857,0.539033457,50
337,TRUE,"""time""",40,4,0.5,28,50,1526,898,2039845,0.195574509,0.03402892,137,4.49446154,0.723366411,0.524901704,50
338,TRUE,"""time""",40,4,0.5,28,50,1862,1068,2200195,0.207139796,0.042563538,138,4.536056129,0.704056059,0.531149302,50
339,TRUE,"""time""",40,4,0.5,28,50,1635,943,2131220,0.199295168,0.034888642,136,4.477884885,0.714343964,0.537003058,50
340,TRUE,"""time""",40,4,0.5,28,50,1489,906,2139825,0.199067428,0.036196215,135,4.508840764,0.713262336,0.537273338,50
341,TRUE,"""time""",40,4,0.67,20,50,1611,834,1776965,0.190793855,0.033006778,136,4.488874904,0.712896456,0.611421477,50
342,TRUE,"""time""",40,4,0.67,20,50,1507,804,1700565,0.195381287,0.03318302,133,4.481626234,0.715391664,0.615792966,50
343,TRUE,"""time""",40,4,0.67,20,50,1373,742,1622050,0.18490386,0.030946995,128,4.460886859,0.721395623,0.606700655,50
344,TRUE,"""time""",40,4,0.67,20,50,1745,887,1779865,0.193015702,0.034791607,134,4.480910491,0.713876381,0.616618911,50
345,TRUE,"""time""",40,4,0.67,20,50,1538,777,1594525,0.192060403,0.033474419,133,4.480218305,0.717660536,0.611183355,50
346,TRUE,"""time""",40,4,0.67,28,50,1969,1018,2154555,0.199831539,0.035679807,138,4.496037536,0.706740187,0.601320467,50
347,TRUE,"""time""",40,4,0.67,28,50,1846,1044,2142165,0.190099133,0.031270393,135,4.495210764,0.727905897,0.624593716,50
348,TRUE,"""time""",40,4,0.67,28,50,1984,1063,2274990,0.18801623,0.029393972,134,4.466654148,0.724510369,0.626512097,50
349,TRUE,"""time""",40,4,0.67,28,50,1940,999,2137200,0.196887216,0.033430343,138,4.511504784,0.710039273,0.613402062,50
350,TRUE,"""time""",40,4,0.67,28,50,2046,1095,2209665,0.192920235,0.031585945,137,4.491266659,0.729507052,0.622678397,50
351,TRUE,"""time""",40,4,0.75,20,50,1528,744,1655115,0.191304908,0.033949931,135,4.488271698,0.714005236,0.637434555,50
352,TRUE,"""time""",40,4,0.75,20,50,1463,731,1571715,0.196692823,0.037209868,130,4.454738178,0.717117469,0.621326042,50
353,TRUE,"""time""",40,4,0.75,20,50,1584,776,1672070,0.194047348,0.035067588,133,4.459929626,0.715518278,0.638888889,50
354,TRUE,"""time""",40,4,0.75,20,50,1457,747,1633950,0.188421208,0.033088459,132,4.482539993,0.716606203,0.644474949,50
355,TRUE,"""time""",40,4,0.75,20,50,1568,790,1719420,0.18561014,0.030074781,135,4.461252114,0.71531827,0.646683673,50
356,TRUE,"""time""",40,4,0.75,28,50,2129,1098,2245470,0.190622875,0.031993156,138,4.512326329,0.722561453,0.657116017,50
357,TRUE,"""time""",40,4,0.75,28,50,2308,1174,2314115,0.190471187,0.030857516,137,4.485809887,0.718350252,0.628249567,50
358,TRUE,"""time""",40,4,0.75,28,50,2089,1047,2147225,0.195289899,0.032758782,132,4.493652773,0.71768219,0.626136908,50
359,TRUE,"""time""",40,4,0.75,28,50,2077,1081,2188605,0.19409687,0.03285021,133,4.506273038,0.711396932,0.625902744,50
360,TRUE,"""time""",40,4,0.75,28,50,1981,970,2109460,0.196079101,0.035027977,136,4.497386983,0.721785534,0.630489652,50
361,TRUE,"""time""",40,5,0.5,20,50,1257,736,1891145,0.188658393,0.032198804,136,4.461112756,0.717278479,0.525855211,50
362,TRUE,"""time""",40,5,0.5,20,50,1265,737,1896520,0.190621107,0.035034211,137,4.463497471,0.717071334,0.529644269,50
363,TRUE,"""time""",40,5,0.5,20,50,1194,700,1770635,0.189398325,0.03318237,135,4.466377885,0.718832257,0.549413735,50
364,TRUE,"""time""",40,5,0.5,20,50,1251,719,1853990,0.191957714,0.037373522,135,4.463272795,0.712192151,0.542765787,50
365,TRUE,"""time""",40,5,0.5,20,50,1430,826,2032700,0.19123965,0.031498167,133,4.468233361,0.71968032,0.535664336,50
366,TRUE,"""time""",40,5,0.5,28,50,1475,867,2255560,0.195899593,0.032961773,136,4.508022465,0.720355125,0.515932203,50
367,TRUE,"""time""",40,5,0.5,28,50,1785,1053,2494175,0.196553445,0.032660842,137,4.496138292,0.724076297,0.528851541,50
368,TRUE,"""time""",40,5,0.5,28,50,1803,1053,2446290,0.198890682,0.035965198,139,4.499840982,0.710376885,0.537437604,50
369,TRUE,"""time""",40,5,0.5,28,50,1701,999,2513895,0.194434627,0.033448328,136,4.489657247,0.723411999,0.533215755,50
370,TRUE,"""time""",40,5,0.5,28,50,1651,984,2405245,0.194705027,0.031631812,135,4.498579261,0.720746445,0.531193216,50
371,TRUE,"""time""",40,5,0.67,20,50,1535,807,1976350,0.192208143,0.035871901,136,4.484855096,0.711431674,0.623452769,50
372,TRUE,"""time""",40,5,0.67,20,50,1449,751,1895615,0.186439476,0.032948497,133,4.466101895,0.716619015,0.603864734,50
373,TRUE,"""time""",40,5,0.67,20,50,1309,696,1685810,0.185683728,0.033401868,134,4.474512464,0.714394849,0.616501146,50
374,TRUE,"""time""",40,5,0.67,20,50,1454,800,1878700,0.189359766,0.03263213,136,4.47126216,0.716938495,0.614167813,50
375,TRUE,"""time""",40,5,0.67,20,50,1408,761,1934945,0.196796804,0.033607491,135,4.456830796,0.718682359,0.617897727,50
376,TRUE,"""time""",40,5,0.67,28,50,1924,1013,2373580,0.196882588,0.035427502,138,4.513107293,0.716513217,0.604989605,50
377,TRUE,"""time""",40,5,0.67,28,50,1882,965,2352975,0.191598087,0.03271974,134,4.493849061,0.71605688,0.615302869,50
378,TRUE,"""time""",40,5,0.67,28,50,1535,820,2029240,0.191862215,0.032655239,137,4.520287617,0.724678145,0.615635179,50
379,TRUE,"""time""",40,5,0.67,28,50,1926,1041,2496875,0.187954465,0.031601568,138,4.49998264,0.715868071,0.633437175,50
380,TRUE,"""time""",40,5,0.67,28,50,2175,1144,2623240,0.200565011,0.036614954,135,4.486465542,0.715905857,0.611494253,50
381,TRUE,"""time""",40,5,0.75,20,50,1594,810,1891710,0.197688143,0.034762921,135,4.487826666,0.715869033,0.649937265,50
382,TRUE,"""time""",40,5,0.75,20,50,1543,738,1833420,0.190114064,0.032942617,134,4.482094711,0.703576829,0.64095917,50
383,TRUE,"""time""",40,5,0.75,20,50,1438,689,1843225,0.188648331,0.031631969,128,4.473800694,0.712762435,0.622392211,50
384,TRUE,"""time""",40,5,0.75,20,50,1406,684,1688835,0.192658321,0.035246665,133,4.443645426,0.704328389,0.620910384,50
385,TRUE,"""time""",40,5,0.75,20,50,1600,827,1946915,0.18849,0.032900874,133,4.455933894,0.715892857,0.649375,50
386,TRUE,"""time""",40,5,0.75,28,50,2053,1026,2359080,0.188864686,0.029691556,134,4.460678659,0.70997147,0.62883585,50
387,TRUE,"""time""",40,5,0.75,28,50,2128,1058,2449240,0.198526927,0.033519648,138,4.491456699,0.716612961,0.652255639,50
388,TRUE,"""time""",40,5,0.75,28,50,2104,1010,2398975,0.201246245,0.034397312,135,4.494228717,0.705753214,0.644486692,50
389,TRUE,"""time""",40,5,0.75,28,50,2063,1041,2453795,0.19112603,0.030692348,137,4.499156134,0.7227108,0.638875424,50
390,TRUE,"""time""",40,5,0.75,28,50,1944,939,2257845,0.198932922,0.033689908,138,4.48655245,0.721389379,0.627057613,50
391,TRUE,"""time""",40,6,0.5,20,50,1242,712,2033940,0.191500161,0.036399879,136,4.487939334,0.717621348,0.545088567,50
392,TRUE,"""time""",40,6,0.5,20,50,1412,789,2141935,0.193813031,0.034144016,135,4.461461758,0.714353163,0.543201133,50
393,TRUE,"""time""",40,6,0.5,20,50,1467,826,2230225,0.1923394,0.034611874,135,4.464155298,0.714155874,0.537832311,50
394,TRUE,"""time""",40,6,0.5,20,50,1275,756,2058275,0.195462275,0.036230364,135,4.470906714,0.706741363,0.52627451,50
395,TRUE,"""time""",40,6,0.5,20,50,1325,741,2035760,0.192688755,0.033112732,135,4.475637956,0.72032345,0.537358491,50
396,TRUE,"""time""",40,6,0.5,28,50,1654,919,2939910,0.194517836,0.030843868,134,4.499876872,0.73222203,0.5356711,50
397,TRUE,"""time""",40,6,0.5,28,50,1724,1012,2949495,0.19209594,0.031469227,139,4.498626385,0.723538835,0.533642691,50
398,TRUE,"""time""",40,6,0.5,28,50,1769,1001,2921975,0.199428773,0.034063543,134,4.487725303,0.727556596,0.550028265,50
399,TRUE,"""time""",40,6,0.5,28,50,1880,1042,3198200,0.187926064,0.030564786,137,4.52495035,0.723556231,0.537765957,50
400,TRUE,"""time""",40,6,0.5,28,50,1689,967,3008650,0.202849911,0.035571997,133,4.477328282,0.720009022,0.535227946,50
401,TRUE,"""time""",40,6,0.67,20,50,1523,811,2221750,0.196616481,0.034572009,132,4.468766552,0.713785449,0.608010506,50
402,TRUE,"""time""",40,6,0.67,20,50,1512,804,2133945,0.189769048,0.031086347,136,4.465298458,0.718127992,0.611111111,50
403,TRUE,"""time""",40,6,0.67,20,50,1532,797,2148140,0.195312206,0.034235603,137,4.441852763,0.711177421,0.60770235,50
404,TRUE,"""time""",40,6,0.67,20,50,1440,742,2055435,0.192445347,0.036141443,131,4.486202944,0.712003968,0.615972222,50
405,TRUE,"""time""",40,6,0.67,20,50,1509,803,2162960,0.191823791,0.034380625,132,4.469954888,0.721512197,0.603711067,50
406,TRUE,"""time""",40,6,0.67,28,50,2132,1094,3564195,0.195868199,0.033838921,133,4.495076552,0.712543554,0.607410882,50
407,TRUE,"""time""",40,6,0.67,28,50,2068,1084,3837055,0.201006286,0.036462262,137,4.505394803,0.717993,0.615087041,50
408,TRUE,"""time""",40,6,0.67,28,50,1981,1080,3086680,0.198804543,0.034184925,137,4.505061454,0.720247109,0.590610803,50
409,TRUE,"""time""",40,6,0.67,28,50,1779,955,2553960,0.19592597,0.033049537,137,4.476274902,0.70705854,0.612141653,50
410,TRUE,"""time""",40,6,0.67,28,50,1949,1031,2670325,0.192854746,0.032729589,139,4.486965952,0.711646998,0.599281683,50
411,TRUE,"""time""",40,6,0.75,20,50,1876,917,2237505,0.19264435,0.036272597,133,4.458618692,0.709412123,0.652985075,50
